codigo_renacyt,Investigador,Genero,URL CTI Vitae,grupo,nivel,fecha_de_inicio_de_vigencia,fecha_fin_de_vigencia,Rango de Edad,reglamento
P0000388,"RODRIGUEZ YUPANQUI, MAGDA RUBI",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=388,,VII,2022-09-14,,Entre 50 a 59 años,Reglamento 2021
P0000366,"ESPINOZA SILVA, CLARA RAQUEL",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=366,,V,2022-09-30,,Entre 50 a 59 años,Reglamento 2021
P0000365,"PAITAN ANTICONA, ELIZABETH NELLY",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=365,,VII,2022-11-25,,Entre 70 a 79 años,Reglamento 2021
P0000363,"YABAR VILLANUEVA, EMILIO FREDY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=363,,VI,2022-11-14,,Entre 60 a 69 años,Reglamento 2021
P0000355,"LOPEZ SOTOMAYOR, ALBERTO ERNESTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=355,,VI,2022-11-14,,Entre 50 a 59 años,Reglamento 2021
P0000354,"SILVA JAIMES, MARCIAL IBO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=354,,V,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0000351,"OLIVA CRUZ, SEGUNDO MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=351,,I,2022-07-22,,Entre 40 a 49 años,Reglamento 2021
P0000348,"VASQUEZ CACHAY, MARIA ELITH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=348,,III,2022-09-27,,Entre 40 a 49 años,Reglamento 2021
P0000346,"MACHICADO RIVERO, CLAUDIA INES GLORIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=346,,III,2022-12-29,,Entre 40 a 49 años,Reglamento 2021
P0000344,"SOTO GONZALES, HEBERT HERNAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=344,,VI,2022-09-13,,Entre 50 a 59 años,Reglamento 2021
P0000339,"SANTIVAÑEZ SALAZAR, SAUL JAVIER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=339,,III,2022-05-24,,Entre 40 a 49 años,Reglamento 2021
P0000334,"VILCANQUI PEREZ, FULGENCIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=334,,VI,2022-05-18,,Entre 40 a 49 años,Reglamento 2021
P0000275,"YAURI RODRIGUEZ, RICARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=275,,VI,2022-11-25,,Entre 30 a 39 años,Reglamento 2021
P0000270,"ZENTENO BOLAÑOS, EFRAIN JOSE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=270,,III,2022-02-09,,Entre 30 a 39 años,Reglamento 2021
P0000266,"RAFAEL VALDIVIA, GUILLERMO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=266,,V,2022-06-17,,Entre 40 a 49 años,Reglamento 2021
P0000258,"MOSQUEIRA YAURI, JESSICA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=258,,VI,2022-06-08,,Entre 40 a 49 años,Reglamento 2021
P0000256,"RODRIGUEZ RODRIGUEZ, JUAN MARTIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=256,,Investigador Distinguido,2022-07-22,,Entre 50 a 59 años,Reglamento 2021
P0000254,"CHIRINOS COLLANTES, HUGO DAVID",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=254,,V,2022-12-01,,Entre 60 a 69 años,Reglamento 2021
P0000247,"MOSQUERA LEIVA, LUIS ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=247,,V,2022-09-13,,Entre 60 a 69 años,Reglamento 2021
P0000246,"ANGELES ESCOBAR, BEATRIZ ELENA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=246,,VII,2022-09-27,,Entre 50 a 59 años,Reglamento 2021
P0000242,"RUIZ MESIA, LASTENIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=242,,II,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0000237,"ALEGRE ORIHUELA, JULIO CESAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=237,,II,2022-09-27,,Entre 70 a 79 años,Reglamento 2021
P0000235,"ALZAMORA GONZALES, LIBERTAD",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=235,,IV,2022-06-30,,Entre 60 a 69 años,Reglamento 2021
P0000226,"GONZALES ORMEÑO, PABLO GUILLERMO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=226,,IV,2022-05-24,,Entre 60 a 69 años,Reglamento 2021
P0000225,"SICHE JARA, RAUL BENITO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=225,,Investigador Distinguido,2022-10-22,,Entre 50 a 59 años,Reglamento 2021
P0000222,"TITO HUAMANI, PEDRO LEONARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=222,,VI,2022-11-25,,Entre 60 a 69 años,Reglamento 2021
P0000206,"SALAZAR GRANARA, ALBERTO ALCIBIADES",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206,,III,2022-02-08,,Entre 40 a 49 años,Reglamento 2021
P0000204,"BALUARTE ARAYA, CESAR BASILIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204,,VI,2022-09-27,,Entre 70 a 79 años,Reglamento 2021
P0000202,"MUÑOZ JAUREGUI, ANA MARIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=202,,II,2022-09-19,,Entre 50 a 59 años,Reglamento 2021
P0000200,"MATURRANO HERNANDEZ, ABELARDO LENIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=200,,I,2022-09-27,,Entre 50 a 59 años,Reglamento 2021
P0000196,"HUANCA LOPEZ, WILFREDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=196,,III,2022-12-13,,Entre 60 a 69 años,Reglamento 2021
P0000192,"CASTRO GOMEZ, JUAN CARLOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=192,,III,2022-10-28,,Entre 50 a 59 años,Reglamento 2021
P0000191,"VERGARA RUBIN, VICTOR JESUS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=191,,V,2022-11-14,,Entre 70 a 79 años,Reglamento 2021
P0000188,"ZEVALLOS POLLITO, PERCY AMILCAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=188,,V,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0000187,"ULLOA RUBIO, BERTHA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=187,,VI,2022-06-21,,Entre 60 a 69 años,Reglamento 2021
P0000182,"MORALES AVALOS, ANA MARIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=182,,VI,2022-11-25,,Entre 60 a 69 años,Reglamento 2021
P0000167,"VARGAS FLOREZ, JORGE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=167,,V,2022-06-08,,Entre 50 a 59 años,Reglamento 2021
P0000158,"PACHECO TORRES, VICTOR RAUL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=158,,I,2022-10-05,,Entre 60 a 69 años,Reglamento 2021
P0000157,"ORJEDA FERNANDEZ, MARIA GISELLA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=157,,II,2022-10-27,,Entre 60 a 69 años,Reglamento 2021
P0000126,"SICCHA RAMIREZ, ZOILA RAQUEL",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=126,,III,2022-02-08,,Entre 30 a 39 años,Reglamento 2021
P0000125,"PAREDES ANAYA, MONICA YOLANDA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=125,,V,2022-10-28,,Entre 50 a 59 años,Reglamento 2021
P0000119,"SANDOVAL CHAUPE, NIEVES NANCY",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=119,,II,2022-11-25,,Entre 50 a 59 años,Reglamento 2021
P0000116,"SOLANO SALINAS, CARLOS JAVIER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=116,,Investigador Distinguido,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0000112,"MELLISHO SALAS, EDWIN ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=112,,V,2022-02-10,,Entre 40 a 49 años,Reglamento 2021
P0000109,"SHADY SOLIS, RUTH MARTHA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=109,,V,2022-09-01,,Entre 70 a 79 años,Reglamento 2021
P0000096,"SERRANO MARTINEZ, MARCOS ENRIQUE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=96,,III,2022-07-14,,Entre 50 a 59 años,Reglamento 2021
P0000091,"VILLANUEVA SALAS, JOSE ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=91,,IV,2022-08-10,,Entre 50 a 59 años,Reglamento 2021
P0000090,"JIMENEZ DAVALOS, JORGE EDUARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=90,,V,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0000088,"LAZO RODRIGUEZ, HERBERT OMAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=88,,V,2022-09-30,,Entre 60 a 69 años,Reglamento 2021
P0000086,"PICASSO ESCOBAR, GINO ITALO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=86,,I,2022-08-22,,Entre 60 a 69 años,Reglamento 2021
P0000085,"PEÑA ROJAS, GILMAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=85,,IV,2022-09-30,,Entre 50 a 59 años,Reglamento 2021
P0000079,"CAMPOS GUTIERREZ, DAVID CARLOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=79,,Investigador Distinguido,2022-09-19,,Entre 60 a 69 años,Reglamento 2021
P0000076,"SHIVA RAMAYONI, CARLOS MARTIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=76,,V,2022-02-10,,Entre 50 a 59 años,Reglamento 2021
P0000075,"MILLAN SALAZAR, BETTY GABY",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=75,,II,2022-11-25,,Entre 60 a 69 años,Reglamento 2021
P0000072,"GONZALEZ ZARIQUIEY, ARMANDO EMILIANO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=72,,Investigador Distinguido,2022-12-13,,Entre 60 a 69 años,Reglamento 2021
P0000071,"AREVALO GARDINI, ENRIQUE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=71,,III,2022-06-17,,Entre 60 a 69 años,Reglamento 2021
P0000062,"SANTIAGO CONTRERAS, JULIO CESAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=62,,II,2022-09-19,,Entre 60 a 69 años,Reglamento 2021
P0000050,"ARAGON CABALLERO, LILIANA MARIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=50,,IV,2022-09-14,,Entre 50 a 59 años,Reglamento 2021
P0000043,"SOLIS VELIZ, JOSE LUIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=43,,Investigador Distinguido,2022-09-14,,Entre 50 a 59 años,Reglamento 2021
P0000034,"OLIVEROS RAMOS, DAVID RICARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=34,,II,2022-02-10,,Entre 30 a 39 años,Reglamento 2021
P0000026,"IANNACONE DE LA FLOR, GIAN CARLO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=26,,V,2022-11-14,,Entre 40 a 49 años,Reglamento 2021
P0000025,"LUDEÑA URQUIZO, FANNY EMMA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=25,,IV,2022-09-14,,Entre 60 a 69 años,Reglamento 2021
P0000021,"ROJAS TAPIA, JUSTO ALCIDES",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21,,IV,2022-11-25,,Entre 60 a 69 años,Reglamento 2021
P0000019,"HERRERA QUISPE, JOSE ALFREDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19,,V,2022-05-24,,Entre 40 a 49 años,Reglamento 2021
P0000016,"SANTIANI ACOSTA, ALEXEI VICENT",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16,,II,2022-09-27,,Entre 40 a 49 años,Reglamento 2021
P0000013,"CANTO SAENZ, MANUEL ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13,,V,2022-09-19,,Entre 70 a 79 años,Reglamento 2021
P0254912,"ACHING SAMATELO, JORGE LEONID",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=254912,Maria Rostworowski,III,2021-08-02,2023-08-02,Entre 40 a 49 años,Reglamento 2018
P0254853,"ARELLAN BRAVO, LUIS JESUS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=254853,Maria Rostworowski,III,2021-07-30,2023-07-30,Entre 30 a 39 años,Reglamento 2018
P0254772,"BOZA PRO, GUILLERMO MARTIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=254772,Carlos Monge Medrano,III,2021-08-04,2023-08-04,Entre 50 a 59 años,Reglamento 2018
P0254527,"COLL PLA, SERGIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=254527,Carlos Monge Medrano,II,2021-08-03,2024-08-03,Entre 30 a 39 años,Reglamento 2018
P0250916,"ZAS FRIZ BURGA, JHONNY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=250916,Carlos Monge Medrano,III,2021-07-30,2023-07-30,Entre 60 a 69 años,Reglamento 2018
P0249219,"MONTOYA VIVANCO, YVAN FIDEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=249219,Carlos Monge Medrano,III,2021-07-30,2023-07-30,Entre 50 a 59 años,Reglamento 2018
P0246322,"RINCÓN LEÓN, JESÚS JOSÉ",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=246322,Carlos Monge Medrano,III,2021-11-04,2023-11-04,Entre 50 a 59 años,Reglamento 2018
P0244596,"RODRIGUEZ-SATIZABAL ., BEATRIZ",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=244596,Maria Rostworowski,II,2021-07-30,2024-07-30,Entre 40 a 49 años,Reglamento 2018
P0242342,"FRANCO GUZMAN, LUIS ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=242342,Maria Rostworowski,I,2021-07-30,2024-07-30,Entre 50 a 59 años,Reglamento 2018
P0241940,"CALDERÓN GÓMEZ, JUAN CARLOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=241940,Carlos Monge Medrano,III,2021-07-30,2023-07-30,Entre 40 a 49 años,Reglamento 2018
P0241873,"CASTILLO JARA, SOLEDAD ROSARIO",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=241873,Maria Rostworowski,III,2021-07-26,2023-07-26,Entre 20 a 29 años,Reglamento 2018
P0238954,"VASQUEZ REBAZA, WALTER HUMBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238954,Maria Rostworowski,II,2021-06-01,2024-06-01,Entre 30 a 39 años,Reglamento 2018
P0238925,"SANCHEZ POVIS, LUCIO ANDRES",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238925,Maria Rostworowski,I,2021-08-03,2024-08-03,Entre 30 a 39 años,Reglamento 2018
P0238880,"PÉREZ CÓRDOBA, LUIS JAIME",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238880,Carlos Monge Medrano,IV,2021-07-30,2023-07-30,Entre 30 a 39 años,Reglamento 2018
P0238671,"GUIMARAY MORI, ERICK VLADIMIR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238671,Maria Rostworowski,II,2021-06-01,2024-06-01,Entre 30 a 39 años,Reglamento 2018
P0238667,"AZERRAD PESCIO, SARA PATRICIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238667,Carlos Monge Medrano,IV,2021-06-01,2023-06-01,Entre 40 a 49 años,Reglamento 2018
P0238624,"MANTILLA FALCON, JULISSA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238624,Maria Rostworowski,II,2021-06-01,2024-06-01,Entre 50 a 59 años,Reglamento 2018
P0238561,"ARRIBASPLATA SEGUIN, ADAN SMITH",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238561,Maria Rostworowski,III,2021-07-30,2023-07-30,Entre 30 a 39 años,Reglamento 2018
P0238557,"NUÑEZ DEL PRADO SIMONS, JUAN FRANCISCO ALONSO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238557,Maria Rostworowski,I,2021-06-01,2024-06-01,Entre 60 a 69 años,Reglamento 2018
P0238489,"BONOMIE SANCHEZ, MARIA ELENA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238489,Maria Rostworowski,I,2021-06-01,2024-06-01,Entre 50 a 59 años,Reglamento 2018
P0238431,"ALIAGA DEL CASTILLO, ARON",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238431,Carlos Monge Medrano,I,2021-06-01,2024-06-01,Entre 30 a 39 años,Reglamento 2018
P0238396,"GALLARDO LOLANDES, EVELYN YANINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238396,Maria Rostworowski,III,2021-06-01,2023-06-01,Entre 30 a 39 años,Reglamento 2018
P0238267,"ÑAHUINCOPA ARANGO, ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=238267,Carlos Monge Medrano,IV,2021-07-30,2023-07-30,Entre 40 a 49 años,Reglamento 2018
P0237313,"MORALES LUNA, FELIX FRANCISCO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=237313,Maria Rostworowski,I,2021-08-13,2024-08-13,Entre 40 a 49 años,Reglamento 2018
P0237234,"NUÑEZ DEL PRADO CHAVES, FABIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=237234,Maria Rostworowski,I,2021-08-13,2024-08-13,Entre 30 a 39 años,Reglamento 2018
P0237209,"CONSTANTINO CAYCHO, RENATO ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=237209,Maria Rostworowski,III,2021-08-03,2023-08-03,Entre 30 a 39 años,Reglamento 2018
P0237188,"VALENCIA VARGAS, ARELI SERAYA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=237188,Carlos Monge Medrano,IV,2021-06-01,2023-06-01,Entre 40 a 49 años,Reglamento 2018
P0237004,"MELEÁN  ROMERO, ROSANA ALEJANDRA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=237004,Carlos Monge Medrano,III,2021-06-01,2023-06-01,Entre 40 a 49 años,Reglamento 2018
P0236960,"ALVITES ALVITES, ELENA CECILIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=236960,Maria Rostworowski,II,2021-06-01,2024-06-01,Entre 40 a 49 años,Reglamento 2018
P0236850,"SANTIVAÑEZ GUARNIZ, JOSE ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=236850,Carlos Monge Medrano,III,2021-07-30,2023-07-30,Entre 50 a 59 años,Reglamento 2018
P0236504,"CALANCHEZ URRIBARRI, AFRICA DEL VALLE",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=236504,Carlos Monge Medrano,IV,2021-05-17,2023-05-17,Entre 50 a 59 años,Reglamento 2018
P0236476,"PEÑA PALACIO, JUAN ALEJANDRO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=236476,Carlos Monge Medrano,II,2021-05-07,2024-05-07,Entre 50 a 59 años,Reglamento 2018
P0236448,"GALLEGUILLOS GUAJARDO, FELIPE ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=236448,Carlos Monge Medrano,III,2021-06-01,2023-06-01,Entre 40 a 49 años,Reglamento 2018
P0235964,"BAZAN PALOMINO, WALTER NEIL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=235964,Carlos Monge Medrano,IV,2021-06-01,2023-06-01,Entre 30 a 39 años,Reglamento 2018
P0235782,"ALZAMORA RUIZ, JESSICA NOELIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=235782,Maria Rostworowski,II,2021-05-17,2024-05-17,Entre 40 a 49 años,Reglamento 2018
P0235742,"ROJAS CAMAYO, JOSÉ ERNESTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=235742,Maria Rostworowski,III,2021-05-07,2023-05-07,Entre 40 a 49 años,Reglamento 2018
P0235499,"BREGAGLIO LAZARTE, RENATA ANAHI",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=235499,Maria Rostworowski,I,2021-06-01,2024-06-01,Entre 40 a 49 años,Reglamento 2018
P0235214,"KUSCHEL RIETZSCH, KATHERINA VERÓNICA MARÍA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=235214,Carlos Monge Medrano,III,2021-05-04,2023-05-04,Entre 40 a 49 años,Reglamento 2018
